10.0,-0.0967
10.01,-0.1055
10.02,-0.1055
10.03,-0.1025
10.04,-0.0762
10.05,-0.0908
10.06,-0.0352
10.07,0.0322
10.08,0.0352
10.09,-0.0967
10.1,-0.0557
10.11,-0.0322
10.12,-0.0234
10.13,-0.0146
10.14,-0.0029
10.15,-0.0029
10.16,0.0322
10.17,-0.0381
10.18,0.0117
10.19,0.0322
10.2,0.0645
10.21,0.0703
10.22,0.0996
10.23,0.1055
10.24,0.0527
10.25,0.0176
10.26,0.0029
10.27,-0.1143
10.28,-0.126
10.29,-0.1084
10.3,-0.0937
10.31,-0.0381
10.32,-0.0703
10.33,-0.0322
10.34,-0.0293
10.35,-0.0732
10.36,-0.082
10.37,0.2578
10.38,1.0225
10.39,1.4941
10.4,0.1143
10.41,-0.6182
10.42,-0.4688
10.43,-0.2754
10.44,-0.249
10.45,-0.2021
10.46,-0.1846
10.47,-0.1406
10.48,-0.123
10.49,-0.1201
10.501,-0.0469
10.511,-0.0791
10.521,0.0205
10.531,-0.0293
10.541,-0.0029
10.551,0.0352
10.561,0.0088
10.571,0.0674
10.581,0.0557
10.591,0.0732
10.601,0.0439
10.611,0.0264
10.621,0.0996
10.631,0.0645
10.641,-0.0059
10.651,0.0
10.661,-0.0439
10.671,0.0205
10.681,-0.0029
10.691,-0.0469
10.701,-0.0498
10.711,-0.0205
10.721,-0.0498
10.731,-0.0732
10.741,-0.0352
10.751,-0.0322
10.761,-0.0176
10.771,0.0527
10.781,0.0205
10.791,0.0059
10.801,0.0234
10.811,-0.0205
10.821,0.0791
10.831,0.0557
10.841,0.0557
10.851,0.1201
10.861,0.1787
10.871,0.2021
10.881,0.0879
10.891,0.0381
10.901,-0.0527
10.911,-0.082
10.921,-0.0967
10.931,-0.0908
10.941,-0.0879
10.951,-0.0527
10.961,-0.0908
10.971,-0.0352
10.981,-0.0381
10.991,-0.0439
11.001,-0.0527
11.011,0.0674
11.021,0.6562
11.031,1.4707
11.041,0.6973
11.051,-0.4775
11.061,-0.6123
11.071,-0.293
11.081,-0.2402
11.091,-0.1904
11.101,-0.167
11.111,-0.1494
11.121,-0.1289
11.131,-0.1113
11.141,-0.0996
11.151,-0.0557
11.161,-0.0557
11.171,-0.0703
11.181,-0.0146
11.191,-0.0234
11.201,0.0059
11.211,0.0117
11.221,0.0322
11.231,0.0205
11.241,0.0352
11.251,0.0381
11.261,0.0322
11.271,0.0264
11.281,-0.0088
11.291,-0.0029
11.301,-0.0439
11.311,-0.0615
11.321,-0.0557
11.331,-0.0586
11.341,-0.0762
11.351,-0.1025
11.361,-0.0967
11.371,-0.0879
11.381,-0.0937
11.391,-0.082
11.401,-0.041
11.411,-0.0234
11.421,0.0
11.431,-0.041
11.441,-0.0059
11.451,-0.0293
11.461,-0.0146
11.471,-0.0029
11.481,-0.0205
11.491,0.0
11.502,0.0352
11.512,0.0264
11.522,0.0879
11.532,0.0967
11.542,0.0967
11.552,0.0557
11.562,-0.0088
11.572,-0.0762
11.582,-0.1113
11.592,-0.1318
11.602,-0.1523
11.612,-0.1025
11.622,-0.0937
11.632,-0.0937
11.642,-0.0791
11.652,-0.0615
11.662,-0.0498
11.672,-0.0937
11.682,0.2168
11.692,0.9873
11.702,1.4941
11.712,0.0908
11.722,-0.7295
11.732,-0.5156
11.742,-0.2812
11.752,-0.2373
11.762,-0.2314
11.772,-0.1846
11.782,-0.1758
11.792,-0.1436
11.802,-0.1055
11.812,-0.082
11.822,-0.0908
11.832,-0.0176
11.842,-0.0557
11.852,-0.0176
11.862,-0.041
11.872,-0.0352
11.882,0.0176
11.892,0.0234
11.902,0.0293
11.912,0.0293
11.922,0.0439
11.932,0.0557
11.942,0.041
11.952,0.0264
11.962,0.0029
11.972,-0.0176
11.982,-0.0176
11.992,0.0205
12.002,-0.0264
12.012,-0.0557
12.022,-0.0469
12.032,-0.0674
12.042,-0.0234
12.052,-0.0586
12.062,-0.0586
12.072,-0.0205
12.082,0.0088
12.092,-0.0088
12.102,0.0146
12.112,-0.0059
12.122,0.0
12.132,0.0205
12.142,-0.0146
12.152,0.0234
12.162,-0.0234
12.172,0.041
12.182,0.0645
12.192,0.0381
12.202,0.0908
12.212,0.0908
12.222,0.0703
12.232,0.0381
12.242,-0.0293
12.252,-0.0879
12.262,-0.126
12.272,-0.1201
12.282,-0.1611
12.292,-0.1406
12.302,-0.0791
12.312,-0.0879
12.322,-0.0645
12.332,-0.0469
12.342,-0.0732
12.352,0.0088
12.362,0.5156
12.372,1.3652
12.382,0.9697
12.392,-0.4951
12.402,-0.6914
12.412,-0.3516
12.422,-0.2725
12.432,-0.2051
12.442,-0.208
12.452,-0.167
12.462,-0.1641
12.472,-0.1553
12.482,-0.1406
12.492,-0.0996
12.503,-0.0615
12.513,-0.0586
12.523,-0.0146
12.533,-0.0146
12.543,0.0088
12.553,0.0088
12.563,0.0234
12.573,0.0703
12.583,0.0381
12.593,0.0908
12.603,0.0322
12.613,0.0059
12.623,0.0117
12.633,-0.0352
12.643,-0.0293
12.653,-0.0674
12.663,-0.0322
12.673,-0.0762
12.683,-0.0937
12.693,-0.0732
12.703,-0.1084
12.713,-0.1113
12.723,-0.0615
12.733,-0.0937
12.743,-0.041
12.753,-0.0469
12.763,-0.0234
12.773,-0.0234
12.783,-0.0381
12.793,-0.0059
12.803,0.0234
12.813,0.0322
12.823,0.0527
12.833,0.1201
12.843,0.123
12.853,0.0879
12.863,0.0117
12.873,-0.0352
12.883,-0.085
12.893,-0.1523
12.903,-0.1611
12.913,-0.123
12.923,-0.1289
12.933,-0.1084
12.943,-0.085
12.953,-0.085
12.963,-0.0586
12.973,-0.1318
12.983,-0.041
12.993,0.501
13.003,1.2979
13.013,0.9463
13.023,-0.3281
13.033,-0.665
13.043,-0.3662
13.053,-0.2783
13.063,-0.2578
13.073,-0.2314
13.083,-0.1904
13.093,-0.1641
13.103,-0.1201
13.113,-0.0967
13.123,-0.1055
13.133,-0.0791
13.143,-0.0527
13.153,-0.0469
13.163,-0.0176
13.173,-0.0176
13.183,0.0
13.193,-0.0234
13.203,0.0176
13.213,0.0176
13.223,0.0264
13.233,0.0205
13.243,0.0029
13.253,-0.0176
13.263,-0.0381
13.273,-0.0322
13.283,-0.0381
13.293,-0.0586
13.303,-0.0527
13.313,-0.0498
13.323,-0.1025
13.333,-0.082
13.343,-0.085
13.353,-0.085
13.363,-0.0381
13.373,-0.0264
13.383,-0.0117
13.393,-0.0029
13.403,0.0059
13.413,0.0029
13.423,0.0029
13.433,0.0
13.443,-0.0059
13.453,-0.0029
13.463,0.0498
13.473,0.0557
13.483,0.0674
13.493,0.126
13.504,0.1143
13.514,0.0586
13.524,0.0176
13.534,-0.0469
13.544,-0.1084
13.554,-0.1318
13.564,-0.1172
13.574,-0.1318
13.584,-0.0937
13.594,-0.0527
13.604,-0.0762
13.614,-0.0381
13.624,-0.0586
13.634,-0.1143
13.644,0.2139
13.654,0.9844
13.664,1.4941
13.674,0.1025
13.684,-0.665
13.694,-0.4482
13.704,-0.2725
13.714,-0.2227
13.724,-0.1904
13.734,-0.1875
13.744,-0.1084
13.754,-0.085
13.764,-0.0615
13.774,-0.082
13.784,-0.0498
13.794,-0.0352
13.804,0.0
13.814,0.0293
13.824,0.0029
13.834,0.0527
13.844,0.0615
13.854,0.0293
13.864,0.0879
13.874,0.041
13.884,0.0146
13.894,0.0469
13.904,0.0205
13.914,0.0381
13.924,0.0
13.934,-0.0146
13.944,0.0264
13.954,-0.0322
13.964,-0.0352
13.974,-0.0498
13.984,-0.082
13.994,-0.0469
14.004,-0.0381
14.014,-0.0029
14.024,-0.0234
14.034,0.0
14.044,0.0088
14.054,-0.0381
14.064,0.0557
14.074,0.0088
14.084,-0.0088
14.094,0.0352
14.104,0.0029
14.114,0.041
14.124,0.0088
14.134,0.0791
14.144,0.0791
14.154,0.0674
14.164,0.1201
14.174,0.1348
14.184,0.1084
14.194,-0.0176
14.204,0.0176
14.214,-0.1172
14.224,-0.123
14.234,-0.126
14.244,-0.0908
14.254,-0.0879
14.264,-0.0937
14.274,-0.0352
14.284,-0.0381
14.294,-0.0557
14.304,-0.0439
14.314,0.4951
14.324,1.2568
14.334,1.2217
14.344,-0.3018
14.354,-0.7119
14.364,-0.3281
14.374,-0.2461
14.384,-0.2344
14.394,-0.167
14.404,-0.1611
14.414,-0.1289
14.424,-0.085
14.434,-0.085
14.444,-0.0117
14.454,-0.085
14.464,-0.0586
14.474,-0.0469
14.484,0.0205
14.494,0.0029
14.505,-0.0205
14.515,0.0469
14.525,0.0469
14.535,0.0205
14.545,0.0498
14.555,0.0352
14.565,0.0205
14.575,0.0674
14.585,0.0029
14.595,0.0029
14.605,-0.0117
14.615,-0.0381
14.625,-0.0381
14.635,-0.0557
14.645,-0.085
14.655,-0.1143
14.665,-0.0732
14.675,-0.0937
14.685,-0.0703
14.695,-0.0586
14.705,-0.0527
14.715,-0.0352
14.725,-0.0205
14.735,-0.0117
14.745,-0.0176
14.755,-0.0059
14.765,-0.0088
14.775,-0.0059
14.785,0.0205
14.795,0.0293
14.805,0.0264
14.815,0.0908
14.825,0.0703
14.835,0.0264
14.845,-0.0029
14.855,-0.0996
14.865,-0.1465
14.875,-0.1758
14.885,-0.1904
14.895,-0.1465
14.905,-0.1553
14.915,-0.1377
14.925,-0.1494
14.935,-0.126
14.945,-0.1318
14.955,-0.1436
14.965,0.1289
14.975,0.8936
14.985,1.4941
14.995,0.0088
15.005,-0.8115
15.015,-0.5303
15.025,-0.3398
15.035,-0.3223
15.045,-0.2842
15.055,-0.252
15.065,-0.2285
15.075,-0.1846
15.085,-0.1875
15.095,-0.1523
15.105,-0.0996
15.115,-0.1201
15.125,-0.0967
15.135,-0.0762
15.145,-0.0586
15.155,-0.0439
15.165,-0.0498
15.175,-0.0293
15.185,-0.0205
15.195,-0.0059
15.205,-0.0146
15.215,-0.0264
15.225,-0.041
15.235,-0.0322
15.245,-0.0996
15.255,-0.0732
15.265,-0.0908
15.275,-0.1172
15.285,-0.1143
15.295,-0.1289
15.305,-0.1494
15.315,-0.0967
15.325,-0.1084
15.335,-0.0732
15.345,-0.0381
15.355,-0.085
15.365,-0.0586
15.375,-0.0469
15.385,-0.0029
