0.0,0.0273
0.1,0.0083
0.2,0.012
0.3,0.0131
0.4,0.0082
0.5,0.014
0.6,0.0229
0.7,0.0045
0.8,0.0059
0.9,0.0051
1.0,0.0071
1.1,0.0084
1.2,0.0041
1.3,0.0063
1.4,0.0147
1.5,0.0303
1.6,0.0069
1.7,0.0066
1.8,0.007
1.9,0.007
2.0,0.0027
2.1,0.0014
2.2,0.0019
2.3,0.0085
2.4,0.008
2.5,0.0033
2.6,0.006
2.7,0.011
2.8,0.0184
2.9,0.0113
3.0,0.0204
3.1,0.0165
3.2,0.0058
3.3,0.0034
3.4,0.0074
3.5,0.0076
3.6,0.0052
3.7,0.0054
3.8,0.0127
3.9,0.0096
4.0,0.0104
4.1,0.0198
4.2,0.0268
4.3,0.0466
4.4,0.0115
4.5,0.0577
4.6,0.0525
4.7,0.0133
4.8,0.0159
4.9,0.0132
5.0,0.0165
5.1,0.0187
5.2,0.0223
5.3,0.012
5.4,0.0084
5.5,0.0186
5.6,0.0339
5.7,0.0266
5.8,0.0301
5.9,0.0164
6.0,0.0453
6.1,0.0613
6.2,0.0304
6.3,0.0162
6.4,0.0079
6.5,0.0172
6.6,0.0371
6.7,0.0221
6.8,0.0122
6.9,0.0284
7.0,0.0158
7.1,0.0316
7.2,0.0147
7.3,0.0243
7.4,0.0221
7.5,0.0354
7.6,0.0505
7.7,0.0483
7.8,0.0082
7.9,0.0073
8.0,0.0197
8.1,0.0412
8.2,0.0063
8.3,0.0253
8.4,0.026
8.5,0.0134
8.6,0.0081
8.7,0.0042
8.8,0.0219
8.9,0.0235
9.0,0.0312
9.1,0.0218
9.2,0.0427
9.3,0.0027
9.4,0.0192
9.5,0.0195
9.6,0.0238
9.7,0.0258
9.8,0.0216
9.9,0.0153
10.0,0.0184
10.1,0.0118
10.2,0.0025
10.3,0.0133
10.4,0.0387
10.5,0.0244
10.6,0.0188
10.7,0.045
10.8,0.0204
10.9,0.0327
11.0,0.0071
11.1,0.0179
11.2,0.0333
11.3,0.0038
11.4,0.0059
11.5,0.0146
11.6,0.0222
11.7,0.0117
11.8,0.0224
11.9,0.0377
12.0,0.0138
12.1,0.0238
12.2,0.0417
